Timestamp,Ваша основна зайнятість в ІТ зараз...,"Зарплата / дохід у $$$ за місяць, лише ставка 
ЧИСТИМИ - після сплати податків",Оберіть вашу основну посаду,Ваш тайтл на цій посаді,Вкажіть вашу спеціалізацію - Game Design,Вкажіть вашу спеціалізацію - Sound,Вкажіть вашу спеціалізацію - QA,Оберіть вашу посаду - Design,GameDev розробники - оберіть вашу спеціалізацію,Ваша посада - Marketing,Оберіть вашу посаду - HR,Ваша посада - PM,Ваша посада - Analyst,Ваша посада - DS,Ваша посада - DevOps,Ваша посада - Top management,Ваша спеціалізація - Support,Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?,Основна мова програмування,Вкажіть вашу основну спеціалізацію,"В якій сфері проєкт, в якому ви зараз працюєте?","Основний напрям роботи компанії, в якій працюєте",Кількість спеціалістів у вашій компанії (в Україні/з України),Загальний стаж роботи за нинішньою ІТ-спеціальністю,Яка у вас освіта?,Знання англійської мови,Де ви зараз живете? ,В якій області ви зараз живете?,Ваша стать,Ваш вік
1/6/2024 15:36:57,Працюю full-time в ІТ-компанії чи ІТ-відділі,4800,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Java,Back-end  розробка,Інша,Продуктова,до 50,9,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Чоловік,42
1/6/2024 16:07:37,Працюю full-time в ІТ-компанії чи ІТ-відділі,1300,Technical writer,Немає тайтлу,,,,,,,,,,,,,,,,,Інша,Продуктова,до 200,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,28
1/6/2024 16:10:23,Працюю full-time в ІТ-компанії чи ІТ-відділі,3500,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,TypeScript,Back-end  розробка,E-commerce,Аутсорсингова,до 1000,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Одеса чи область,Чоловік,25
1/6/2024 16:21:01,Працюю full-time в ІТ-компанії чи ІТ-відділі,5050,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Go,Back-end  розробка,GameDev,Аутсорсингова,понад 1000,9,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Одеса чи область,Чоловік,30
1/6/2024 16:39:19,Працюю full-time в ІТ-компанії чи ІТ-відділі,3600,Software Engineer / Programmer,Team Lead,,,,,,,,,,,,,,,Ruby,Full Stack розробка,Інша,Аутсорсингова,до 200,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Черкаси чи область,Чоловік,24
1/6/2024 17:16:47,Працюю full-time в ІТ-компанії чи ІТ-відділі,3000,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,,,,,,,,,,Data Scientist,,,,"Так, використовую",Python,"Робота з даними, аналіз даних",Fintech / Banking / Capital Management,Продуктова,до 200,4,"Науковий ступінь (кандидат / доктор наук, PhD)",Advanced,В Україні,Київ чи область,Чоловік,24
1/6/2024 17:20:03,Працюю full-time в ІТ-компанії чи ІТ-відділі,6650,"DevOps, SRE",Senior,,,,,,,,,,,DevOps Engineer,,,"Так, використовую",Python,DevOps,"Logistics, Travel",Аутсорсингова,до 200,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Чоловік,22
1/6/2024 17:27:19,Працюю full-time в ІТ-компанії чи ІТ-відділі,5000,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,TypeScript,Front-end  розробка,Інша,Продуктова,до 1000,12,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Дніпро чи область,Чоловік,44
1/6/2024 17:38:29,Працюю full-time в ІТ-компанії чи ІТ-відділі,1730,"Marketing, PR, SEO, Copywriter",Middle,,,,,,Employer Brand Manager,,,,,,,,,,,Інша,Аутсорсингова,до 1000,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Львів чи область,Жінка,32
1/6/2024 17:39:56,Працюю full-time в ІТ-компанії чи ІТ-відділі,1150,SysAdmin,Немає тайтлу,,,,,,,,,,,,,,"Ні, не використовую",,,Інша,Аутстафінгова,до 200,10,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Київ чи область,Чоловік,34
1/6/2024 17:44:04,Працюю full-time в ІТ-компанії чи ІТ-відділі,1300,SysAdmin,Team Lead,,,,,,,,,,,,,,"Так, використовую",Python,Інше,Інша,Аутсорсингова,до 50,10,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Elementary,В Україні,Луцьк чи Волинська область,Чоловік,34
1/6/2024 18:08:56,Працюю full-time в ІТ-компанії чи ІТ-відділі,950,"Support (Customer, Technical, Community)",Junior,,,,,,,,,,,,,Technical Support,"Так, використовую",Python,DevOps,"Cloud Computing, Інша",Аутсорсингова,до 200,0.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Одеса чи область,Чоловік,27
1/6/2024 18:19:13,Працюю full-time в ІТ-компанії чи ІТ-відділі,3000,"DevOps, SRE",Senior,,,,,,,,,,,DevOps Engineer,,,"Так, використовую",Python,DevOps,Medtech / Healthcare,Аутстафінгова,до 50,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,32
1/6/2024 18:22:57,Втратив(-ла) роботу в ІТ і шукаю нову,1700,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,Mobile,Аутсорсингова,до 200,1.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,"За кордоном, але планую повернутися",,Жінка,35
1/6/2024 18:31:58,Працюю full-time в ІТ-компанії чи ІТ-відділі,3200,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Ruby,Back-end  розробка,"Blockchain, Fintech / Banking / Capital Management",Продуктова,до 10 спеціалістів,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,24
1/6/2024 19:11:03,Працюю full-time в ІТ-компанії чи ІТ-відділі,4200,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,TypeScript,Front-end  розробка,Інша,Аутсорсингова,понад 1000,8,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,30
1/6/2024 19:24:58,Працюю full-time в ІТ-компанії чи ІТ-відділі,2800,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,Java,Back-end  розробка,Medtech / Healthcare,Продуктова,до 200,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,27
1/6/2024 19:46:08,Працюю full-time в ІТ-компанії чи ІТ-відділі,3100,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,Big Data,Аутсорсингова,до 10 спеціалістів,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Київ чи область,Чоловік,31
1/6/2024 19:47:07,Працюю full-time в ІТ-компанії чи ІТ-відділі,1700,"DevOps, SRE",Middle,,,,,,,,,,,DevOps Engineer,,,"Ні, не використовую",,,E-commerce,Аутсорсингова,до 50,2,Ще студент вишу,Upper-Intermediate,В Україні,Київ чи область,Чоловік,18
1/6/2024 19:54:13,Працюю full-time в ІТ-компанії чи ІТ-відділі,950,"DevOps, SRE",Middle,,,,,,,,,,,DevOps Engineer,,,"Так, використовую",Python,DevOps,Big Data,Аутсорсингова,понад 1000,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Тернопіль чи область,Чоловік,26
1/6/2024 20:28:28,Працюю full-time в ІТ-компанії чи ІТ-відділі,2500,Software Engineer / Programmer,Middle,,,,,Gameplay Programmer,,,,,,,,,,C# / .NET,Інше,GameDev,Продуктова,до 200,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,21
1/6/2024 20:34:36,Втратив(-ла) роботу в ІТ і шукаю нову,3800,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Team Lead,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Fintech / Banking / Capital Management,Аутсорсингова,до 50,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,36
1/6/2024 20:43:42,Працюю full-time в ІТ-компанії чи ІТ-відділі,1400,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Інша,Продуктова,до 50,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Дніпро чи область,Жінка,42
1/6/2024 21:24:50,Працюю full-time в ІТ-компанії чи ІТ-відділі,1200,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Tech Lead,,,Automation QA,,,,,,,,,,,"Так, використовую",JavaScript,QA,Media,Продуктова,понад 1000,1,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,26
1/6/2024 21:37:51,Працюю full-time в ІТ-компанії чи ІТ-відділі,5550,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,C# / .NET,Back-end  розробка,"Uberfication, Інша",Продуктова,до 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,24
1/6/2024 22:08:02,Працюю full-time в ІТ-компанії чи ІТ-відділі,3200,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,TypeScript,Back-end  розробка,Medtech / Healthcare,Аутсорсингова,до 50,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,"За кордоном, але планую повернутися",,Чоловік,24
1/6/2024 22:10:02,Працюю full-time в ІТ-компанії чи ІТ-відділі,3400,"DevOps, SRE",Senior,,,,,,,,,,,DevOps Engineer,,,"Так, використовую",PHP,DevOps,E-commerce,Продуктова,до 200,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,33
1/6/2024 22:10:33,Працюю full-time в ІТ-компанії чи ІТ-відділі,1300,HR/Recruiter/Learning and Development,Немає тайтлу,,,,,,,HR Manager,,,,,,,,,,Інша,Аутсорсингова,до 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Жінка,32
1/6/2024 22:23:17,Працюю full-time в ІТ-компанії чи ІТ-відділі,800,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Logistics,Продуктова,до 50,2,Незакінчена вища,Intermediate,В Україні,Львів чи область,Чоловік,27
1/6/2024 22:30:32,Працюю full-time в ІТ-компанії чи ІТ-відділі,900,Customer Success,Middle,,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 200,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Дніпро чи область,Жінка,28
1/6/2024 23:02:40,Працюю full-time в ІТ-компанії чи ІТ-відділі,3000,Software Engineer / Programmer,Tech Lead,,,,,Інше,,,,,,,,,,C# / .NET,Mobile  розробка,GameDev,Стартап,до 200,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,27
1/6/2024 23:13:56,Працюю full-time в ІТ-компанії чи ІТ-відділі,1200,HR/Recruiter/Learning and Development,Middle,,,,,,,HR Manager,,,,,,,,,,Machine Learning,Аутсорсингова,до 200,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Жінка,27
1/6/2024 23:18:50,Працюю full-time в ІТ-компанії чи ІТ-відділі,1000,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,Performance QA,,,,,,,,,,,"Так, використовую",Не можу обрати одну основну мову,QA,"E-commerce, Medtech / Healthcare, Інша",Аутсорсингова,понад 1000,2,"Науковий ступінь (кандидат / доктор наук, PhD)",Upper-Intermediate,В Україні,Львів чи область,Жінка,42
1/6/2024 23:33:47,Працюю full-time в ІТ-компанії чи ІТ-відділі,4300,Software Engineer / Programmer,Team Lead,,,,,,,,,,,,,,,Kotlin,Mobile  розробка,Retail,Аутсорсингова,до 1000,10,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Черкаси чи область,Чоловік,34
1/6/2024 23:41:13,Працюю full-time в ІТ-компанії чи ІТ-відділі,3100,"Analyst (Business, Data, System etc)",Middle,,,,,,,,,Data Analyst,,,,,"Так, використовую",Python,"Робота з даними, аналіз даних","Big Data, Data Science, GameDev",Продуктова,понад 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,23
1/6/2024 23:53:58,Працюю full-time в ІТ-компанії чи ІТ-відділі,3200,"Analyst (Business, Data, System etc)",Team Lead,,,,,,,,,Business Analyst,,,,,"Ні, не використовую",,,Medtech / Healthcare,Продуктова,до 50,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Одеса чи область,Чоловік,44
1/6/2024 23:56:33,Я фрилансер(-ка) в ІТ,2800,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Senior,,,,,,,,Project Manager,,,,,,"Ні, не використовую",,,Public services / Government,Фріланс,до 10 спеціалістів,8,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,38
1/7/2024 0:28:19,Працюю full-time в ІТ-компанії чи ІТ-відділі,1786,HR/Recruiter/Learning and Development,Manager,,,,,,,Інше,,,,,,,,,,E-commerce,Продуктова,до 200,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Ужгород чи Закарпатська область,Жінка,33
1/7/2024 1:16:53,Працюю full-time в ІТ-компанії чи ІТ-відділі,2000,"Designer / Artist (Graphic, Video, UX/UI)",Junior,,,,Animator,,,,,,,,,,,,,GameDev,Продуктова,до 50,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Дніпро чи область,Жінка,39
1/7/2024 3:18:45,Зараз в неоплачуваній відпустці / бенчі в ІТ-компанії,3000,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,"Medtech / Healthcare, Travel",Аутстафінгова,до 50,10,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Харків чи область,Чоловік,42
1/7/2024 5:47:47,Працюю full-time в ІТ-компанії чи ІТ-відділі,600,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Junior,,,,,,,,Project Manager,,,,,,"Ні, не використовую",,,"ERP, Mobile",Аутсорсингова,до 200,1,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Дніпро чи область,Жінка,24
1/7/2024 7:52:34,Працюю full-time в ІТ-компанії чи ІТ-відділі,2500,"Analyst (Business, Data, System etc)",Middle,,,,,,,,,Data Analyst,,,,,"Так, використовую",Python,"Робота з даними, аналіз даних",E-commerce,Продуктова,понад 1000,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Київ чи область,Чоловік,41
1/7/2024 9:05:54,Працюю full-time в ІТ-компанії чи ІТ-відділі,1113,"Marketing, PR, SEO, Copywriter",Middle,,,,,,Employer Brand Manager,,,,,,,,,,,"Automotive, Big Data, Mobile",Аутсорсингова,понад 1000,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,27
1/7/2024 9:13:26,"Працював(-ла) в IT, нині на військовій службі",1500,Legal,Senior,,,,,,,,,,,,,,,,,"Blockchain, Gambling, Security",Аутстафінгова,до 50,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Миколаїв чи область,Чоловік,38
1/7/2024 9:15:12,Втратив(-ла) роботу в ІТ і шукаю нову,1400,"Support (Customer, Technical, Community)",Manager,,,,,,,,,,,,,Customer Support,"Ні, не використовую",,,Gambling,Аутсорсингова,до 200,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Жінка,22
1/7/2024 9:16:05,Працюю full-time в ІТ-компанії чи ІТ-відділі,1500,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Team Lead,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,"Big Data, GameDev",Продуктова,до 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Харків чи область,Жінка,42
1/7/2024 9:16:36,Працюю full-time в ІТ-компанії чи ІТ-відділі,2000,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,"Blockchain, Media",Продуктова,до 50,1.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,38
1/7/2024 9:16:44,Працюю full-time в ІТ-компанії чи ІТ-відділі,700,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Telecom,Продуктова,до 50,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Хмельницький чи область,Жінка,37
1/7/2024 9:18:38,Працюю full-time в ІТ-компанії чи ІТ-відділі,500,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,E-commerce,Продуктова,до 50,3,Середня спеціальна,Intermediate,В Україні,Черкаси чи область,Чоловік,33
1/7/2024 9:21:50,Працюю full-time в ІТ-компанії чи ІТ-відділі,500,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Інша,Аутсорсингова,до 50,0.25,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Жінка,31
1/7/2024 9:32:07,Працюю full-time в ІТ-компанії чи ІТ-відділі,500,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,PHP,Full Stack розробка,Retail,Інша,до 10 спеціалістів,0.25,Ще студент вишу,Upper-Intermediate,В Україні,Київ чи область,Чоловік,20
1/7/2024 9:37:24,Втратив(-ла) роботу в ІТ і шукаю нову,1200,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Medtech / Healthcare,Аутсорсингова,понад 1000,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Вінниця чи область,Чоловік,43
1/7/2024 9:42:54,Працюю full-time в ІТ-компанії чи ІТ-відділі,2400,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,"Automotive, Інша",Продуктова,до 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Київ чи область,Жінка,37
1/7/2024 9:46:40,Працюю part-time в ІТ-компанії чи ІТ-відділі,300,"Analyst (Business, Data, System etc)",Junior,,,,,,,,,Data Analyst,,,,,"Ні, не використовую",,,Retail,Аутсорсингова,до 200,0.25,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Львів чи область,Чоловік,23
1/7/2024 9:47:30,Працюю full-time в ІТ-компанії чи ІТ-відділі,490,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,C# / .NET,Full Stack розробка,ERP,Аутсорсингова,до 50,1,Незакінчена вища,Intermediate,В Україні,Київ чи область,Чоловік,21
1/7/2024 9:49:40,Працюю full-time в ІТ-компанії чи ІТ-відділі,700,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,PHP,Full Stack розробка,E-commerce,Стартап,до 50,1,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Черкаси чи область,Чоловік,27
1/7/2024 9:52:12,Втратив(-ла) роботу в ІТ і шукаю нову,3800,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Fintech / Banking / Capital Management,Аутсорсингова,до 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Львів чи область,Жінка,27
1/7/2024 9:59:25,Працюю full-time в ІТ-компанії чи ІТ-відділі,450,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,"Hardware, Internet of Things",Продуктова,до 200,1.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Жінка,33
1/7/2024 10:00:19,Працюю full-time в ІТ-компанії чи ІТ-відділі,1900,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Fintech / Banking / Capital Management,Продуктова,до 200,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,32
1/7/2024 10:09:18,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",2800,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Інша,Аутсорсингова,до 1000,6,Середня спеціальна,Upper-Intermediate,В Україні,Львів чи область,Жінка,31
1/7/2024 10:11:25,Працюю full-time в ІТ-компанії чи ІТ-відділі,550,Sales / Business Development,Немає тайтлу,,,,,,,,,,,,,,,,,"Legal, Інша",Аутсорсингова,понад 1000,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Львів чи область,Жінка,23
1/7/2024 10:17:32,Працюю full-time в ІТ-компанії чи ІТ-відділі,3600,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,,Manual QA,,,,,,,,,,,"Так, використовую",Python,QA,Security,Продуктова,до 200,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,36
1/7/2024 10:31:35,Працюю full-time в ІТ-компанії чи ІТ-відділі,2633,"Game Design (Game, Level, Narrative)",Senior,Game Designer,,,,,,,,,,,,,"Ні, не використовую",,,GameDev,Продуктова,до 10 спеціалістів,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,"За кордоном, але планую повернутися",,Чоловік,31
1/7/2024 10:41:44,Працюю full-time в ІТ-компанії чи ІТ-відділі,950,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Так, використовую",JavaScript,QA,Gambling,Продуктова,до 1000,0.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,25
1/7/2024 10:42:35,Втратив(-ла) роботу в ІТ і шукаю нову,250,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Logistics,Аутсорсингова,до 10 спеціалістів,0.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Харків чи область,Чоловік,24
1/7/2024 10:47:08,Працюю full-time в ІТ-компанії чи ІТ-відділі,600,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Intern/Trainee,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Automotive,Продуктова,до 1000,0.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,28
1/7/2024 10:50:45,Працюю full-time в ІТ-компанії чи ІТ-відділі,1036,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Medtech / Healthcare,Аутсорсингова,до 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Житомир чи область,Жінка,31
1/7/2024 10:54:37,Працюю full-time в ІТ-компанії чи ІТ-відділі,770,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,"Data Science, Machine Learning",Аутсорсингова,понад 1000,1,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Львів чи область,Жінка,35
1/7/2024 10:56:37,Працюю full-time в ІТ-компанії чи ІТ-відділі,1000,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,Python,Full Stack розробка,Fintech / Banking / Capital Management,Продуктова,до 50,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Дніпро чи область,Чоловік,23
1/7/2024 10:56:41,Працюю full-time в ІТ-компанії чи ІТ-відділі,3400,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,,General QA,,,,,,,,,,,"Так, використовую",Java,QA,"Medtech / Healthcare, Real estate",Аутсорсингова,до 10 спеціалістів,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,31
1/7/2024 10:59:44,Працюю full-time в ІТ-компанії чи ІТ-відділі,750,SysAdmin,Middle,,,,,,,,,,,,,,"Так, використовую","Мови розробки БД (PL/SQL, Transact-SQL)",DevOps,Medtech / Healthcare,Аутсорсингова,до 50,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Одеса чи область,Чоловік,31
1/7/2024 11:06:17,Працюю full-time в ІТ-компанії чи ІТ-відділі,5890,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,C# / .NET,Full Stack розробка,Fintech / Banking / Capital Management,Аутстафінгова,до 200,8,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Львів чи область,Жінка,28
1/7/2024 11:07:57,Працюю full-time в ІТ-компанії чи ІТ-відділі,1000,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,PHP,Back-end  розробка,Fintech / Banking / Capital Management,Продуктова,до 10 спеціалістів,0.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Одеса чи область,Чоловік,20
1/7/2024 11:10:11,Працюю full-time в ІТ-компанії чи ІТ-відділі,2750,"Support (Customer, Technical, Community)",Head,,,,,,,,,,,,,Customer Support,"Ні, не використовую",,,Dating,Продуктова,до 1000,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Чоловік,30
1/7/2024 11:11:59,Працюю full-time в ІТ-компанії чи ІТ-відділі,527,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,E-commerce,Продуктова,понад 1000,0.5,Ще студент вишу,Intermediate,В Україні,Рівне чи область,Жінка,20
