timestamp,Ваша основна зайнятість в ІТ зараз...,"Зарплата / дохід в IT у $$$ за місяць, лише ставка ЧИСТИМИ - після сплати податків",Оберіть ваш тайтл або роль у компанії,Categories,Position,Розробники -  основна спеціалізація,programming_language,"Основний напрям роботи компанії, в якій працюєте",Загальний стаж роботи за нинішньою ІТ-спеціальністю,english_level,Де ви зараз живете?,В якій області ви зараз живете?,male
17/12/2024 12:39,Працюю full-time,5600.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Продуктова,7.0,5,В Україні,Львів чи область,0
17/12/2024 12:40,Працюю full-time,5000.0,Tech Lead,SE,Software Engineer / Software Developer,Desktop,C# / .NET,Сервісна (аутсорсингова),8.0,5,В Україні,Львів чи область,0
17/12/2024 12:47,Працюю full-time,3100.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Продуктова,4.0,3,В Україні,Чернігів чи область,0
17/12/2024 12:50,Працюю full-time,2300.0,Middle,Analyst,BA (Business Analyst),,,Продуктова,3.0,5,В Україні,Івано-Франківськ чи область,0
17/12/2024 12:51,Працюю full-time,2660.0,Middle,Analyst,BA (Business Analyst),,SQL,Продуктова,3.0,4,В Україні,Київ чи область,0
17/12/2024 12:51,Працюю full-time,7600.0,Head,Project Mgmt,Head of Delivery,,,Сервісна (аутсорсингова),10.0,6,В Україні,Київ чи область,0
17/12/2024 12:52,Працюю full-time,2200.0,Middle,QA,Manual QA,,,Сервісна (аутсорсингова),4.0,5,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 12:52,Працюю full-time,2200.0,Senior,QA,Manual QA,,,Державне підприємство / установа,8.0,3,В Україні,Київ чи область,0
17/12/2024 12:55,Працюю full-time,4300.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Сервісна (аутсорсингова),4.0,5,В Україні,Київ чи область,0
17/12/2024 12:55,Працюю full-time,1200.0,Junior,HR,HR Manager / HR specialist,,,Продуктова,5.0,5,В Україні,Львів чи область,0
17/12/2024 12:55,Працюю full-time,2212.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Сервісна (аутсорсингова),3.0,4,В Україні,Львів чи область,0
17/12/2024 12:58,Працюю full-time,1450.0,Немає тайтлу,Marketing,Email Marketing Specialist / E-mail Marketing specialist,,,Продуктова,1.5,2,В Україні,Дніпро чи область,0
17/12/2024 12:58,Працюю full-time,650.0,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,PHP,Аутстафінгова,1.0,4,В Україні,Івано-Франківськ чи область,0
17/12/2024 12:59,Працюю part-time,3500.0,Senior,Product Mgmt,Product Manager,,,Продуктова,8.0,6,В Україні,Київ чи область,0
17/12/2024 13:04,Працюю full-time,4460.0,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,Сервісна (аутсорсингова),9.0,6,"За кордоном, не планую повертатися",,0
17/12/2024 13:09,Працюю full-time,1600.0,Senior,Support,Customer Support,,,Продуктова,3.0,4,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 13:10,Працюю full-time,6300.0,Principal,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,6.0,6,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 13:12,Я фрилансер(-ка),5000.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Full Stack розробка,1С,Фриланс,15.0,4,В Україні,Київ чи область,0
17/12/2024 13:16,Працюю full-time,1200.0,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,Java,Державне підприємство / установа,2.0,4,В Україні,Київ чи область,0
17/12/2024 13:18,Втратив(-ла) роботу і шукаю нову,2400.0,Senior,Tech Wr./Lclz,Technical writer,,,Сервісна (аутсорсингова),6.0,6,В Україні,Хмельницький чи область,0
17/12/2024 13:23,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",0.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Сервісна (аутсорсингова),10.0,4,В Україні,Суми чи область,0
17/12/2024 13:29,Працюю full-time,1500.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,TypeScript,Продуктова,3.0,5,В Україні,Хмельницький чи область,0
17/12/2024 13:31,Працюю full-time,376.0,Немає тайтлу,Sales,Lead Generation Specialist,,,Сервісна (аутсорсингова),1.5,4,В Україні,Львів чи область,0
17/12/2024 13:31,Працюю full-time,2600.0,Senior,QA,Manual QA,,,Аутстафінгова,6.0,6,В Україні,Львів чи область,0
17/12/2024 13:31,Працюю full-time,2500.0,Middle,DS,Data Scientist,,Python,Продуктова,5.0,4,В Україні,Львів чи область,0
17/12/2024 13:32,Працюю full-time,2000.0,Middle,QA,Automation QA / AQA,,Python,Продуктова,4.0,3,В Україні,Київ чи область,0
17/12/2024 13:36,Працюю full-time,2800.0,Middle,QA,General QA,,JavaScript,Сервісна (аутсорсингова),2.0,5,В Україні,Суми чи область,0
17/12/2024 13:37,Працюю full-time,400.0,Junior,QA,Automation QA / AQA,,Kotlin,Інша,0.5,4,В Україні,Івано-Франківськ чи область,0
17/12/2024 13:42,Працюю full-time,750.0,Junior,Marketing,Media Buyer,,,Продуктова,1.0,2,В Україні,Полтава чи область,0
17/12/2024 13:47,Працюю full-time,3600.0,Senior,Project Mgmt,Project Manager,,,Продуктова,5.0,5,"За кордоном, не планую повертатися",,0
17/12/2024 13:48,Працюю full-time,1000.0,Middle,QA,Manual QA,,,Сервісна (аутсорсингова),3.0,4,В Україні,Житомир чи область,0
17/12/2024 13:51,Працюю full-time,5300.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Аутстафінгова,13.0,5,В Україні,Дніпро чи область,0
17/12/2024 13:52,Працюю full-time,3000.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Аутстафінгова,6.0,5,В Україні,Львів чи область,0
17/12/2024 13:52,Працюю full-time,5000.0,Senior,SE,Software Engineer / Software Developer,Mobile розробка,Kotlin,Продуктова,13.0,5,"За кордоном, не планую повертатися",,0
17/12/2024 13:53,Працюю full-time,3200.0,Senior,"UI/UX, Product Design",Product Designer,,,Продуктова,4.0,4,В Україні,Львів чи область,0
17/12/2024 13:54,Працюю full-time,1090.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Продуктова,2.0,3,В Україні,Львів чи область,0
17/12/2024 13:54,Працюю full-time,1200.0,Middle,QA,Manual QA,,,Сервісна (аутсорсингова),4.0,4,В Україні,Львів чи область,0
17/12/2024 13:54,Працюю full-time,750.0,Middle,QA,Manual QA,,,Продуктова,2.0,4,"За кордоном, не планую повертатися",,0
17/12/2024 14:04,Працюю full-time,6000.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Аутстафінгова,14.0,5,"За кордоном, не планую повертатися",,0
17/12/2024 14:13,Працюю full-time,11400.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,3.0,4,В Україні,Київ чи область,0
17/12/2024 14:15,Працюю full-time,3715.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Аутстафінгова,6.0,5,В Україні,Львів чи область,0
17/12/2024 14:17,Працюю full-time,3500.0,Middle,Analyst,BA (Business Analyst),,,Сервісна (аутсорсингова),5.0,6,"За кордоном, не планую повертатися",,0
17/12/2024 14:22,Працюю full-time,1600.0,Немає тайтлу,Analyst,BA (Business Analyst),,,Продуктова,2.0,4,В Україні,Львів чи область,0
17/12/2024 14:22,Працюю full-time,1000.0,Junior,SE,Software Engineer / Software Developer,Mobile розробка,Swift,Продуктова,1.5,4,В Україні,Вінниця чи область,0
17/12/2024 14:22,Працюю full-time,3280.0,Senior,QA,SDET (Software Development Engineer in Test),,C# / .NET,Сервісна (аутсорсингова),7.0,5,В Україні,Київ чи область,0
17/12/2024 14:24,Працюю full-time,4700.0,Senior,QA,Performance QA,,Groovy,Сервісна (аутсорсингова),5.0,5,В Україні,Луцьк чи Волинська область,0
17/12/2024 14:24,Працюю full-time,2700.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,C# / .NET,Аутстафінгова,7.0,4,В Україні,Чернігів чи область,0
17/12/2024 14:29,Працюю full-time,1820.0,Немає тайтлу,Legal,Lawyer,,,Продуктова,2.0,6,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 14:32,Працюю full-time,4400.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Аутстафінгова,6.0,4,В Україні,Львів чи область,0
17/12/2024 14:34,Працюю full-time,11000.0,Architect,SE,Software Architect,,PHP,Сервісна (аутсорсингова),15.0,5,В Україні,Львів чи область,0
17/12/2024 14:34,Працюю full-time,5500.0,Senior,SE,Software Engineer / Software Developer,Desktop,C++,Сервісна (аутсорсингова),15.0,5,В Україні,Львів чи область,0
17/12/2024 14:37,Працюю full-time,830.0,Junior,Analyst,BA (Business Analyst),,"Мови розробки БД (PL/SQL, Transact-SQL)",Сервісна (аутсорсингова),1.0,6,В Україні,Київ чи область,0
17/12/2024 14:41,Втратив(-ла) роботу і шукаю нову,3500.0,Senior,Product Mgmt,Product Manager,,,Стартап,4.0,5,В Україні,Київ чи область,0
17/12/2024 14:42,Працюю full-time,500.0,Junior,Sales,Sales Assistant,,,Сервісна (аутсорсингова),2.0,5,В Україні,Львів чи область,0
17/12/2024 14:42,Працюю full-time,650.0,Junior,SE,Software Engineer / Software Developer,Desktop,C# / .NET,Державне підприємство / установа,0.5,4,В Україні,Київ чи область,0
17/12/2024 14:42,Працюю full-time,3100.0,Senior,DS,ML Engineer,,Python,Аутстафінгова,5.0,5,В Україні,Тернопіль чи область,0
17/12/2024 14:45,Працюю full-time,6000.0,Head,HR,Head of Learning and Development Department,,,Продуктова,15.0,4,В Україні,Київ чи область,0
17/12/2024 14:50,Працюю full-time,2680.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),3.0,6,В Україні,Дніпро чи область,0
17/12/2024 14:55,Працюю full-time,2000.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Продуктова,4.0,4,В Україні,Хмельницький чи область,0
17/12/2024 14:57,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",800.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,C# / .NET,Продуктова,2.0,3,В Україні,Житомир чи область,0
17/12/2024 15:01,Працюю full-time,1450.0,Senior,HR,Recruiter / Recruitment Specialist / Technical Recruiter,,,Сервісна (аутсорсингова),4.0,5,В Україні,Київ чи область,0
17/12/2024 15:10,Працюю full-time,3000.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Сервісна (аутсорсингова),6.0,4,В Україні,Житомир чи область,0
17/12/2024 15:17,Працюю full-time,7100.0,Tech Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,10.0,5,В Україні,Київ чи область,0
17/12/2024 15:17,Працюю full-time,3000.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,Python,Аутстафінгова,4.0,5,В Україні,Суми чи область,0
17/12/2024 15:19,Працюю full-time,700.0,Junior,SE,Software Engineer / Software Developer,,C++,Сервісна (аутсорсингова),1.5,4,В Україні,Київ чи область,0
17/12/2024 15:20,Працюю full-time,1650.0,Lead/Team Lead,"UI/UX, Product Design",Product Designer,,,Стартап,5.0,4,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 15:22,Працюю full-time,1850.0,Middle,Project Mgmt,Project Manager,,,Продуктова,3.0,6,В Україні,Київ чи область,0
17/12/2024 15:22,Працюю full-time,660.0,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Продуктова,2.0,2,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 15:24,Працюю full-time,3500.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Full Stack розробка,PHP,Сервісна (аутсорсингова),7.0,5,"За кордоном, але планую повернутися",,0
17/12/2024 15:29,Втратив(-ла) роботу і шукаю нову,1800.0,Lead/Team Lead,Brand,Content Writer,,,Продуктова,4.0,6,В Україні,Київ чи область,0
17/12/2024 15:30,Працюю full-time,2500.0,Middle,Project Mgmt,Project Manager,,,Продуктова,3.0,3,В Україні,Київ чи область,0
17/12/2024 15:33,Працюю full-time,4100.0,Senior,DS,NLP Engineer,,Python,Сервісна (аутсорсингова),7.0,5,В Україні,Львів чи область,0
17/12/2024 15:35,Працюю full-time,800.0,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,TypeScript,Аутстафінгова,2.0,5,В Україні,Тернопіль чи область,0
17/12/2024 15:36,Працюю full-time,1500.0,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,C++,Сервісна (аутсорсингова),3.0,5,В Україні,Львів чи область,0
17/12/2024 15:37,Працюю full-time,6000.0,Senior,DevOps,DevOps Engineer,,Python,Аутстафінгова,8.0,5,В Україні,Львів чи область,0
17/12/2024 15:38,Працюю full-time,5600.0,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,C# / .NET,Аутстафінгова,10.0,6,В Україні,Черкаси чи область,0
17/12/2024 15:42,Працюю full-time,3250.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),4.0,4,"За кордоном, але планую повернутися",,0
17/12/2024 15:43,Працюю full-time,12000.0,Architect,SE,Software Architect,,C# / .NET,Продуктова,15.0,5,В Україні,Київ чи область,0
17/12/2024 15:46,Працюю full-time,5500.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Продуктова,6.0,5,В Україні,Ужгород чи Закарпатська область,0
17/12/2024 15:49,Працюю full-time,1200.0,Немає тайтлу,Analyst,Data Analyst,,Python,Продуктова,3.0,5,В Україні,Київ чи область,0
17/12/2024 15:51,Працюю full-time,1300.0,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Сервісна (аутсорсингова),3.0,5,В Україні,Одеса чи область,0
17/12/2024 15:52,Працюю full-time,3800.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Full Stack розробка,TypeScript,Аутстафінгова,4.0,5,"За кордоном, не планую повертатися",,0
17/12/2024 15:54,Працюю full-time,500.0,Junior,QA,Manual QA,,,Продуктова,0.5,3,В Україні,Київ чи область,0
17/12/2024 15:57,Працюю full-time,3250.0,Middle,DevOps,DevOps Engineer,,Groovy,Сервісна (аутсорсингова),5.0,5,В Україні,Львів чи область,0
17/12/2024 16:01,Працюю full-time,5100.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Сервісна (аутсорсингова),2.0,5,В Україні,Львів чи область,0
17/12/2024 15:58,Працюю full-time,1000.0,Middle,Project Mgmt,Delivery Manager,,,Продуктова,1.5,5,В Україні,Одеса чи область,0
17/12/2024 15:58,Працюю full-time,5250.0,Senior,QA,Automation QA / AQA,,TypeScript,Аутстафінгова,6.0,5,В Україні,Львів чи область,0
17/12/2024 16:03,Працюю full-time,4100.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C++,Продуктова,15.0,4,В Україні,Київ чи область,0
17/12/2024 16:08,Працюю full-time,4500.0,Middle,"UI/UX, Product Design",Product Designer,,,Продуктова,3.0,6,В Україні,Київ чи область,0
17/12/2024 16:11,Працюю full-time,570.0,Junior,Brand,Content Manager / Content Marketing Manager,,,Сервісна (аутсорсингова),3.0,4,В Україні,Київ чи область,0
17/12/2024 16:12,Працюю full-time,3000.0,Немає тайтлу,Product Mgmt,Product Owner (у продакт менеджменті),,,Продуктова,1.5,3,В Україні,Київ чи область,0
17/12/2024 16:14,Працюю full-time,490.0,Junior,Brand,Content Manager / Content Marketing Manager,,,Продуктова,0.5,2,В Україні,Київ чи область,0
17/12/2024 16:15,Працюю full-time,2100.0,Middle,QA,Manual QA,,,Сервісна (аутсорсингова),5.0,5,В Україні,Львів чи область,0
17/12/2024 16:16,Працюю full-time,6500.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Mobile розробка,Kotlin,Продуктова,8.0,5,В Україні,Дніпро чи область,0
17/12/2024 16:16,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",1300.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),3.0,4,В Україні,Дніпро чи область,0
17/12/2024 16:19,Працюю full-time,7000.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Продуктова,9.0,5,В Україні,Київ чи область,0
17/12/2024 16:19,Працюю full-time,5800.0,Architect,SE,Application Architect,,C# / .NET,Сервісна (аутсорсингова),3.0,6,В Україні,Київ чи область,0
17/12/2024 16:24,Працюю full-time,3500.0,Senior,Marketing,SEO Specialist,,,Продуктова,15.0,5,В Україні,Київ чи область,0
17/12/2024 16:28,Я фрилансер(-ка),8000.0,Tech Lead,SE,Software Engineer / Software Developer,Back-end  розробка,JavaScript,Сервісна (аутсорсингова),8.0,4,В Україні,Львів чи область,0
17/12/2024 16:29,Працюю full-time,4300.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Продуктова,5.0,5,В Україні,Львів чи область,0
17/12/2024 16:30,Працюю full-time,7500.0,CEO / C-level (Chief) / Director / VP,Marketing,CMO (Chief Marketing Officer),,,Продуктова,8.0,5,В Україні,Київ чи область,0
17/12/2024 16:34,Працюю full-time,2945.0,Senior,QA,General QA,,Python,Сервісна (аутсорсингова),3.0,4,В Україні,Львів чи область,0
17/12/2024 16:35,Працюю full-time,2300.0,Senior,Project Mgmt,Project Manager,,,Продуктова,5.0,6,В Україні,Одеса чи область,0
17/12/2024 16:38,Працюю full-time,5000.0,Head,Other mgmt,Head of Operations,,,Продуктова,1.0,5,В Україні,Київ чи область,0
17/12/2024 16:38,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",600.0,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,TypeScript,Стартап,0.5,4,В Україні,Київ чи область,0
17/12/2024 16:40,Втратив(-ла) роботу і шукаю нову,2500.0,Tech Lead,DevOps,DevOps Engineer,,,Продуктова,15.0,5,В Україні,Київ чи область,0
17/12/2024 16:40,Працюю full-time,4000.0,Senior,QA,General QA,,JavaScript,Продуктова,6.0,6,"За кордоном, не планую повертатися",,0
17/12/2024 16:41,Працюю full-time,2700.0,Lead/Team Lead,Marketing,SEO Specialist,,,Продуктова,7.0,5,В Україні,Київ чи область,0
17/12/2024 16:45,Працюю full-time,1200.0,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,Go,Сервісна (аутсорсингова),1.0,5,В Україні,Одеса чи область,0
17/12/2024 16:45,Працюю full-time,10000.0,Senior,QA,SDET (Software Development Engineer in Test),,C# / .NET,Продуктова,12.0,6,"За кордоном, не планую повертатися",,0
17/12/2024 16:48,Працюю full-time,1410.0,Junior,DS,ML Engineer,,Python,Стартап,1.0,6,В Україні,Київ чи область,0
17/12/2024 16:51,Працюю full-time,6600.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Продуктова,15.0,6,"За кордоном, не планую повертатися",,0
17/12/2024 16:52,Працюю full-time,3300.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,Java,Аутстафінгова,5.0,5,В Україні,Харків чи область,0
17/12/2024 16:58,Працюю full-time,1385.0,Middle,QA,Manual QA,,,Сервісна (аутсорсингова),3.0,5,В Україні,Львів чи область,0
17/12/2024 16:58,Працюю full-time,5500.0,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Ruby,Продуктова,8.0,4,В Україні,Київ чи область,0
17/12/2024 17:04,Працюю full-time,1500.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Продуктова,5.0,5,В Україні,Житомир чи область,0
17/12/2024 17:08,Працюю full-time,2670.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Продуктова,4.0,5,В Україні,Київ чи область,0
17/12/2024 17:12,Працюю full-time,6608.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Full Stack розробка,TypeScript,Сервісна (аутсорсингова),7.0,6,В Україні,Київ чи область,0
17/12/2024 17:12,Працюю full-time,6000.0,Senior,Legal,Lawyer,,,Продуктова,8.0,6,В Україні,Київ чи область,0
17/12/2024 17:17,Працюю full-time,2850.0,Senior,"UI/UX, Product Design",UI/UX Designer,,,Продуктова,5.0,5,В Україні,Львів чи область,0
17/12/2024 17:18,Працюю full-time,3325.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),7.0,4,В Україні,Вінниця чи область,0
17/12/2024 17:21,Працюю full-time,5560.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Ruby,Сервісна (аутсорсингова),8.0,6,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 17:25,Працюю full-time,4300.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Продуктова,13.0,4,В Україні,Київ чи область,0
17/12/2024 17:28,Працюю full-time,6000.0,Head,Product Mgmt,Head of Product,,,Продуктова,6.0,5,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 17:33,Працюю full-time,2800.0,Senior,Legal,Legal Counsel,,,Продуктова,6.0,6,В Україні,Київ чи область,0
17/12/2024 17:36,Працюю full-time,596.0,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Продуктова,1.5,5,В Україні,Київ чи область,0
17/12/2024 17:37,Працюю full-time,4200.0,Senior,SE,Software Engineer / Software Developer,Embedded,C++,Сервісна (аутсорсингова),11.0,5,В Україні,Київ чи область,0
17/12/2024 17:38,Працюю full-time,2700.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Продуктова,8.0,3,В Україні,Запоріжжя чи область,0
17/12/2024 17:41,Працюю full-time,2000.0,Head,HR,Head of Recruitment,,,Аутстафінгова,5.0,1,"За кордоном, але планую повернутися",,0
17/12/2024 17:42,Працюю full-time,4500.0,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,TypeScript,Сервісна (аутсорсингова),8.0,5,В Україні,Хмельницький чи область,0
17/12/2024 17:42,Працюю full-time,5700.0,Head,,Other,,,Продуктова,4.0,4,В Україні,Київ чи область,0
17/12/2024 17:43,Працюю full-time,4000.0,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,PHP,Продуктова,8.0,5,"За кордоном, не планую повертатися",,0
17/12/2024 17:48,Працюю full-time,6000.0,CEO / C-level (Chief) / Director / VP,HR,CHRO (Chief Human Resources Officer),,,Продуктова,7.0,5,"За кордоном, але планую повернутися",,0
17/12/2024 17:48,Працюю full-time,750.0,Middle,Marketing,Linkbuilder,,,Сервісна (аутсорсингова),2.0,5,В Україні,Луцьк чи Волинська область,0
17/12/2024 17:52,Працюю full-time,6500.0,Lead/Team Lead,Sales,Sales manager / Sales Executive,,,Продуктова,1.0,6,"За кордоном, не планую повертатися",,0
17/12/2024 17:53,Працюю full-time,3900.0,Senior,SE,Software Engineer / Software Developer,Mobile розробка,Kotlin,Сервісна (аутсорсингова),8.0,5,В Україні,Хмельницький чи область,0
17/12/2024 17:55,Працюю full-time,8500.0,Senior,DevOps,DevOps Engineer,,Python,Продуктова,5.0,6,"За кордоном, не планую повертатися",,0
17/12/2024 17:56,Працюю full-time,2500.0,Senior,SE,Software Engineer / Software Developer,,1С,Продуктова,8.0,3,В Україні,Київ чи область,0
17/12/2024 17:57,Працюю full-time,3730.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Kotlin,Продуктова,8.0,5,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 17:57,Працюю full-time,3500.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Embedded,C,Сервісна (аутсорсингова),15.0,6,В Україні,Київ чи область,0
17/12/2024 17:58,Працюю full-time,5300.0,Lead/Team Lead,Consultant,Tech Consultant,,,Сервісна (аутсорсингова),7.0,5,В Україні,Київ чи область,0
17/12/2024 18:01,Працюю full-time,750.0,Junior,SysAdmin,SysAdmin,,Powershell,Продуктова,1.0,3,В Україні,Київ чи область,0
17/12/2024 18:03,Працюю full-time,5750.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Сервісна (аутсорсингова),8.0,6,В Україні,Чернівці чи область,0
17/12/2024 18:04,Працюю full-time,6500.0,Tech Lead,SE,Software Engineer / Software Developer,Full Stack розробка,Ruby,Сервісна (аутсорсингова),10.0,5,В Україні,Харків чи область,0
17/12/2024 18:06,Працюю full-time,3400.0,Senior,Consultant,ERP/CRM Consultant,,Java,Сервісна (аутсорсингова),6.0,5,В Україні,Львів чи область,0
17/12/2024 18:06,Працюю full-time,3800.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Аутстафінгова,4.0,6,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 18:11,Працюю full-time,650.0,Lead/Team Lead,Brand,Content Manager / Content Marketing Manager,,,Продуктова,6.0,2,В Україні,Київ чи область,0
17/12/2024 18:12,Працюю full-time,5000.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Сервісна (аутсорсингова),13.0,5,В Україні,Дніпро чи область,0
17/12/2024 18:13,Працюю full-time,3000.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,C# / .NET,Сервісна (аутсорсингова),7.0,4,В Україні,Київ чи область,0
17/12/2024 18:14,Працюю full-time,5600.0,Middle,SE,Software Engineer / Software Developer,software engineer,Go,Продуктова,4.0,4,В Україні,Харків чи область,0
17/12/2024 18:16,Втратив(-ла) роботу і шукаю нову,1950.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,PHP,Продуктова,3.0,4,В Україні,Київ чи область,0
17/12/2024 18:20,Працюю part-time,2200.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,Аутстафінгова,11.0,4,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 18:26,Працюю full-time,1350.0,Junior,Artist/Animator,3D Artist,,,Сервісна (аутсорсингова),8.0,4,В Україні,Івано-Франківськ чи область,0
17/12/2024 18:27,Працюю full-time,1850.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,1С,Сервісна (аутсорсингова),15.0,2,В Україні,Хмельницький чи область,0
17/12/2024 18:30,Втратив(-ла) роботу і шукаю нову,1300.0,Junior,QA,Automation QA / AQA,,Python,Продуктова,2.0,4,В Україні,Київ чи область,0
17/12/2024 18:30,Працюю full-time,2200.0,Middle,"UI/UX, Product Design",UI/UX Designer,,,Продуктова,3.0,4,В Україні,Київ чи область,0
17/12/2024 18:37,Працюю full-time,6100.0,Немає тайтлу,Product Mgmt,Product Owner (у продакт менеджменті),,,Продуктова,4.0,6,В Україні,Київ чи область,0
17/12/2024 18:44,Працюю full-time,1700.0,Middle,Analyst,Data Analyst,,SQL,Продуктова,5.0,4,"За кордоном, але планую повернутися",,0
17/12/2024 18:46,Працюю full-time,2800.0,Senior,QA,Automation QA / AQA,,Python,Сервісна (аутсорсингова),13.0,5,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 18:48,Працюю full-time,5650.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Аутстафінгова,10.0,5,В Україні,Львів чи область,0
17/12/2024 18:54,Працюю full-time,2500.0,Middle,Project Mgmt,Project Manager,,,Сервісна (аутсорсингова),5.0,6,В Україні,Київ чи область,0
17/12/2024 18:55,Працюю full-time,6000.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Full Stack розробка,PHP,Продуктова,14.0,4,"За кордоном, не планую повертатися",,0
17/12/2024 18:56,Працюю full-time,1500.0,Junior,Product Mgmt,Product Manager,,,Продуктова,0.5,2,В Україні,Київ чи область,0
